""	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"ASV"
"ASV1638"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	"ASV1638"
"ASV1639"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	NA	"ASV1639"
"ASV1640"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ia"	"ASV1640"
"ASV1642"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Endozoicomonadaceae"	"Endozoicomonas"	"ASV1642"
"ASV1644"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	"ASV1644"
"ASV1646"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	"Fabibacter"	"ASV1646"
"ASV1647"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"ASV1647"
"ASV1650"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Betaproteobacteriales"	"Burkholderiaceae"	"MWH-UniP1_aquatic_group"	"ASV1650"
"ASV1653"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Crocinitomicaceae"	"Fluviicola"	"ASV1653"
"ASV1654"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Parvibaculales"	"Parvibaculaceae"	NA	"ASV1654"
"ASV1655"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Amoebophilaceae"	NA	"ASV1655"
"ASV1657"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"NS9_marine_group"	NA	"ASV1657"
"ASV1658"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ib"	"ASV1658"
"ASV1659"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_III"	NA	"ASV1659"
"ASV1660"	"Bacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	"Synechococcus_CC9902"	"ASV1660"
"ASV1661"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"HIMB11"	"ASV1661"
"ASV1662"	"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Pirellulales"	"Pirellulaceae"	"Rubripirellula"	"ASV1662"
"ASV1665"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micavibrionales"	"Micavibrionaceae"	NA	"ASV1665"
"ASV1667"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ia"	"ASV1667"
"ASV1668"	"Bacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	"Prochlorococcus_MIT9313"	"ASV1668"
"ASV1670"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Rickettsiaceae"	NA	"ASV1670"
"ASV1671"	"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Pirellulales"	"Pirellulaceae"	NA	"ASV1671"
"ASV1672"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	NA	"ASV1672"
"ASV1673"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Nitrincolaceae"	"Amphritea"	"ASV1673"
"ASV1675"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Cellvibrionaceae"	"Eionea"	"ASV1675"
"ASV1676"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Vibrio"	"ASV1676"
"ASV1678"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"Romboutsia"	"ASV1678"
"ASV1679"	"Bacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	"Synechococcus_CC9902"	"ASV1679"
"ASV1680"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiohalorhabdales"	"Thiohalorhabdaceae"	NA	"ASV1680"
"ASV1681"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Endozoicomonadaceae"	"Endozoicomonas"	"ASV1681"
"ASV1683"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5_marine_group"	"ASV1683"
"ASV1685"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	"ASV1685"
"ASV1687"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Marinomonadaceae"	"Marinomonas"	"ASV1687"
"ASV1689"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	NA	"ASV1689"
"ASV1690"	"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"FS140-16B-02_marine_group"	"ASV1690"
"ASV1691"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"HIMB11"	"ASV1691"
"ASV1694"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Pseudahrensia"	"ASV1694"
"ASV1696"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Kordia"	"ASV1696"
"ASV1698"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ia"	"ASV1698"
"ASV1699"	"Archaea"	"Thaumarchaeota"	"Nitrososphaeria"	"Nitrosopumilales"	"Nitrosopumilaceae"	"Cenarchaeum"	"ASV1699"
"ASV1700"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	NA	"ASV1700"
"ASV1701"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	"ASV1701"
"ASV1702"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"Tepidibacter"	"ASV1702"
"ASV1705"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"AEGEAN-169_marine_group"	NA	"ASV1705"
"ASV1709"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	NA	"ASV1709"
"ASV1710"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Vibrio"	"ASV1710"
"ASV1712"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionales"	"Bacteriovoracaceae"	NA	"ASV1712"
"ASV1715"	"Bacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	"Synechococcus_CC9902"	"ASV1715"
"ASV1717"	"Bacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	"Synechococcus_CC9902"	"ASV1717"
"ASV1718"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	NA	"ASV1718"
"ASV1720"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Hanstruepera"	"ASV1720"
"ASV1722"	"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Pirellulales"	"Pirellulaceae"	"Pir4_lineage"	"ASV1722"
"ASV1724"	"Bacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	"Prochlorococcus_MIT9313"	"ASV1724"
"ASV1726"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Parvularculaceae"	NA	"ASV1726"
"ASV1727"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	"ASV1727"
"ASV1728"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"AEGEAN-169_marine_group"	NA	"ASV1728"
"ASV1730"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"SAR116_clade"	NA	"ASV1730"
"ASV1734"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	NA	"ASV1734"
"ASV1735"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Photobacterium"	"ASV1735"
"ASV1736"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ia"	"ASV1736"
"ASV1737"	"Bacteria"	"Epsilonbacteraeota"	"Campylobacteria"	"Campylobacterales"	"Rs-M59_termite_group"	NA	"ASV1737"
"ASV1738"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Opitutales"	"Puniceicoccaceae"	"MB11C04_marine_group"	"ASV1738"
"ASV1739"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	"ASV1739"
"ASV1741"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Kordia"	"ASV1741"
"ASV1742"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Marinifilaceae"	"Marinifilum"	"ASV1742"
"ASV1745"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"	"ASV1745"
"ASV1746"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ia"	"ASV1746"
"ASV1747"	"Bacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	NA	"ASV1747"
"ASV1749"	"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Pirellulales"	"Pirellulaceae"	"Rubripirellula"	"ASV1749"
"ASV1751"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5_marine_group"	"ASV1751"
"ASV1752"	"Bacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	"Prochlorococcus_MIT9313"	"ASV1752"
"ASV1758"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_II"	NA	"ASV1758"
"ASV1759"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Hyphomonadaceae"	"Algimonas"	"ASV1759"
"ASV1760"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"AEGEAN-169_marine_group"	NA	"ASV1760"
"ASV1761"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prolixibacteraceae"	"Draconibacterium"	"ASV1761"
"ASV1762"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Tistrellales"	"Geminicoccaceae"	NA	"ASV1762"
"ASV1764"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ia"	"ASV1764"
"ASV1765"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ia"	"ASV1765"
"ASV1766"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ia"	"ASV1766"
"ASV1767"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Shewanellaceae"	"Psychrobium"	"ASV1767"
"ASV1769"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5_marine_group"	"ASV1769"
"ASV1771"	"Bacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	"Synechococcus_CC9902"	"ASV1771"
"ASV1773"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Crocinitomicaceae"	NA	"ASV1773"
"ASV1775"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"	NA	"ASV1775"
"ASV1776"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	"ASV1776"
"ASV1781"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Shewanellaceae"	"Ferrimonas"	"ASV1781"
"ASV1786"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium_1"	"ASV1786"
"ASV1787"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_III"	NA	"ASV1787"
"ASV1789"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	NA	"ASV1789"
"ASV1790"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Oceanobacillus"	"ASV1790"
"ASV1791"	"Bacteria"	"Epsilonbacteraeota"	"Campylobacteria"	"Campylobacterales"	"Arcobacteraceae"	"Arcobacter"	"ASV1791"
"ASV1792"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ia"	"ASV1792"
"ASV1793"	"Bacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	"Prochlorococcus_MIT9313"	"ASV1793"
"ASV1796"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Methyloligellaceae"	NA	"ASV1796"
"ASV1798"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	NA	"ASV1798"
"ASV1799"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	"OM60(NOR5)_clade"	"ASV1799"
"ASV1801"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"ASV1801"
"ASV1803"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium_1"	"ASV1803"
"ASV1804"	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	NA	"ASV1804"
"ASV1805"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"Oligoflexaceae"	"Pseudobacteriovorax"	"ASV1805"
"ASV1806"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Actinomarinales"	"Actinomarinaceae"	"Candidatus_Actinomarina"	"ASV1806"
"ASV1808"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Betaproteobacteriales"	"Methylophilaceae"	"OM43_clade"	"ASV1808"
"ASV1809"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylomonaceae"	NA	"ASV1809"
"ASV1810"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"AEGEAN-169_marine_group"	NA	"ASV1810"
"ASV1811"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micavibrionales"	"Micavibrionaceae"	NA	"ASV1811"
"ASV1812"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	"Phaeodactylibacter"	"ASV1812"
"ASV1813"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_III"	NA	"ASV1813"
"ASV1816"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Nioella"	"ASV1816"
"ASV1817"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Seonamhaeicola"	"ASV1817"
"ASV1818"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"Oligoflexaceae"	NA	"ASV1818"
"ASV1819"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Vibrio"	"ASV1819"
"ASV1820"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	"Sva0996_marine_group"	"ASV1820"
"ASV1822"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"S25-593"	NA	"ASV1822"
"ASV1823"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Hyphomonadaceae"	NA	"ASV1823"
"ASV1825"	"Bacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	"Synechococcus_CC9902"	"ASV1825"
"ASV1827"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Marinifilaceae"	"Marinifilum"	"ASV1827"
"ASV1828"	"Bacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	"Prochlorococcus_MIT9313"	"ASV1828"
"ASV1829"	"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"CL500-3"	"ASV1829"
"ASV1833"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionales"	"Bacteriovoracaceae"	NA	"ASV1833"
"ASV1835"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"HIMB11"	"ASV1835"
"ASV1836"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	"ASV1836"
"ASV1840"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_Incertae_Sedis"	"Unknown_Family"	NA	"ASV1840"
"ASV1842"	"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Pirellulales"	"Pirellulaceae"	"Pirellula"	"ASV1842"
"ASV1844"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Endozoicomonadaceae"	"Endozoicomonas"	"ASV1844"
"ASV1845"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Family_XII"	"Fusibacter"	"ASV1845"
"ASV1846"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ia"	"ASV1846"
"ASV1847"	"Bacteria"	"Spirochaetes"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	NA	"ASV1847"
"ASV1850"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"AEGEAN-169_marine_group"	NA	"ASV1850"
"ASV1852"	"Bacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	"Synechococcus_CC9902"	"ASV1852"
"ASV1853"	"Bacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	"Prochlorococcus_MIT9313"	"ASV1853"
"ASV1855"	"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Pirellulales"	"Pirellulaceae"	"Pir4_lineage"	"ASV1855"
"ASV1860"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Magnetospiraceae"	NA	"ASV1860"
"ASV1863"	"Bacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	"Synechococcus_CC9902"	"ASV1863"
"ASV1864"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Cellvibrionaceae"	NA	"ASV1864"
"ASV1866"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"AEGEAN-169_marine_group"	NA	"ASV1866"
"ASV1868"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ia"	"ASV1868"
"ASV1870"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	NA	"ASV1870"
"ASV1871"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Marinilabiliaceae"	"Carboxylicivirga"	"ASV1871"
"ASV1873"	"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"CL500-3"	"ASV1873"
"ASV1875"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	NA	"ASV1875"
"ASV1876"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	NA	"ASV1876"
"ASV1877"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	"Parahaliea"	"ASV1877"
"ASV1879"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS4_marine_group"	"ASV1879"
"ASV1880"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Endozoicomonadaceae"	"Endozoicomonas"	"ASV1880"
"ASV1883"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	"Marinoscillum"	"ASV1883"
"ASV1884"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"AEGEAN-169_marine_group"	NA	"ASV1884"
"ASV1885"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Robiginitalea"	"ASV1885"
"ASV1886"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	NA	"ASV1886"
"ASV1887"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ia"	"ASV1887"
"ASV1892"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodovibrionales"	"Kiloniellaceae"	NA	"ASV1892"
"ASV1893"	"Bacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	"Prochlorococcus_MIT9313"	"ASV1893"
"ASV1896"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Pseudooceanicola"	"ASV1896"
"ASV1899"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Grimontia"	"ASV1899"
"ASV1901"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	NA	"ASV1901"
"ASV1902"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Marinifilaceae"	"Marinifilum"	"ASV1902"
"ASV1903"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Flammeovirgaceae"	"Algivirga"	"ASV1903"
"ASV1905"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"AEGEAN-169_marine_group"	NA	"ASV1905"
"ASV1906"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ia"	"ASV1906"
"ASV1910"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_II"	NA	"ASV1910"
"ASV1914"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"SAR116_clade"	"Candidatus_Puniceispirillum"	"ASV1914"
"ASV1915"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	NA	"ASV1915"
"ASV1916"	"Bacteria"	"Acidobacteria"	"Thermoanaerobaculia"	"Thermoanaerobaculales"	"Thermoanaerobaculaceae"	"Subgroup_10"	"ASV1916"
"ASV1917"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Chthoniobacterales"	"Chthoniobacteraceae"	NA	"ASV1917"
"ASV1918"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Rubritaleaceae"	"DBS1"	"ASV1918"
"ASV1920"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"NS9_marine_group"	NA	"ASV1920"
"ASV1921"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	NA	"ASV1921"
"ASV1922"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae_4"	"Caminicella"	"ASV1922"
"ASV1926"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionales"	"Bdellovibrionaceae"	"OM27_clade"	"ASV1926"
"ASV1928"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ia"	"ASV1928"
"ASV1929"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Actinomarinales"	"Actinomarinaceae"	"Candidatus_Actinomarina"	"ASV1929"
"ASV1930"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	"ASV1930"
"ASV1931"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	"ASV1931"
"ASV1933"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	"ASV1933"
"ASV1934"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Cloacibacterium"	"ASV1934"
"ASV1935"	"Bacteria"	"Epsilonbacteraeota"	"Campylobacteria"	"Campylobacterales"	"Arcobacteraceae"	"Arcobacter"	"ASV1935"
"ASV1937"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alteromonas"	"ASV1937"
"ASV1939"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11_clade"	"Clade_I"	"Clade_Ib"	"ASV1939"
"ASV1940"	"Bacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	"Prochlorococcus_MIT9313"	"ASV1940"
"ASV1941"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"AEGEAN-169_marine_group"	NA	"ASV1941"
"ASV1942"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Marinifilaceae"	NA	"ASV1942"
"ASV1943"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	NA	"ASV1943"
"ASV1944"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	"ASV1944"
"ASV1945"	"Bacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	"Prochlorococcus_MIT9313"	"ASV1945"
